Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
13.3,0,0.58,10.14,4.51,15.6,125.00
13.9,0,0.71,9.44,3.64,14.4,199.50
8.9,0,0.54,15.69,3.78,15.6,221.60
8.3,0,0.28,22.18,4.46,17.8,183.40
8.9,8,0.26,22.00,3.69,17.8,165.50
10.0,2.3,0.24,21.80,3.57,16.7,144.10
11.1,4,0.25,18.53,3.83,15.6,145.90
12.2,7.5,0.24,22.44,4.97,16.7,144.20
13.3,19.8,0.32,16.37,3.81,15.6,161.70
10.0,0.4,0.29,21.47,4.60,16.7,231.20
10.0,0,0.35,20.97,6.10,23.3,212.00
11.1,0,0.20,21.26,6.49,23.3,181.20
12.2,0,0.18,19.91,6.39,23.3,171.00
13.3,9.6,0.19,24.24,4.90,24.4,163.40
13.9,40.8,0.21,23.70,4.73,22.2,168.00
13.3,8.9,0.19,23.81,5.06,24.4,162.50
11.1,0,0.16,23.29,4.94,21.1,158.30
12.2,0,0.36,9.77,6.52,24.4,154.90
13.3,,0.23,22.92,4.73,25.6,163.80
13.3,0,0.26,23.42,4.14,26.7,179.50
11.1,0,0.23,23.68,4.38,25.6,175.30
12.2,0,0.22,23.70,4.23,23.3,171.40
12.2,6,0.26,22.48,5.91,25.6,166.30
13.3,16.7,0.31,14.25,4.91,26.7,162.50
15.6,7,0.23,23.81,4.77,26.7,162.50
15.6,0,0.23,18.88,5.02,23.3,158.70
14.4,0,0.22,25.07,5.33,26.7,158.70
15.6,0,0.20,23.89,6.77,25.6,158.30
16.7,0,0.44,11.27,5.44,27.8,154.90
18.9,0,0.41,14.64,5.83,27.8,168.90
16.7,19.5,0.22,23.87,4.96,30.0,207.40
16.7,40,0.23,20.64,4.51,24.4,212.00
17.8,0.9,0.16,25.10,5.65,30.0,200.10
16.7,0,0.17,26.07,5.92,28.9,184.80
18.9,0,0.14,25.58,5.66,31.1,196.70
21.1,0,0.16,25.54,5.61,34.4,213.70
15.6,10.9,0.19,26.79,5.11,31.1,229.00
15.6,0,0.15,26.94,5.81,20.0,217.10
16.7,0,0.14,26.43,6.15,27.8,184.20
15.6,0,0.14,26.64,6.39,28.9,184.20
15.6,0,0.14,26.83,7.21,28.3,183.80
16.7,0.4,0.15,25.97,6.19,27.8,180.00
17.8,0.3,0.20,26.24,5.78,30.0,180.40
17.8,0,0.19,26.24,5.58,31.1,184.20
17.8,0,0.17,26.68,4.80,32.2,186.50
18.9,0,0.57,18.34,4.40,32.2,219.30
20.0,0,0.58,6.66,5.35,33.3,241.40
21.1,0,0.22,27.55,5.99,34.4,252.80
22.2,0,0.20,27.44,6.34,34.4,258.40
21.1,0,0.16,27.41,5.42,32.8,264.10
21.1,0,0.21,24.56,5.23,34.4,271.50
22.2,0,0.25,25.03,5.50,35.0,313.10
23.3,0,0.24,26.60,5.15,36.1,344.30
16.7,10,0.19,27.10,6.01,35.6,419.40
17.8,0.7,0.18,27.01,5.84,28.9,436.40
18.9,0,0.11,27.14,5.94,32.2,331.60
20.0,0,0.37,10.34,5.05,33.3,304.60
21.1,0,0.49,22.82,4.72,34.4,303.90
21.1,12.1,0.39,22.04,6.01,33.3,298.30
22.2,20.7,0.33,15.51,6.07,35.6,314.60
23.3,0,0.28,21.43,4.83,36.7,357.10
22.2,0,0.26,28.01,4.60,35.6,398.20
21.1,0,0.24,28.44,5.66,35.6,418.70
22.2,0,0.18,28.21,5.87,34.4,432.20
18.9,0,0.19,26.87,6.24,33.3,449.20
16.7,0,0.18,28.97,5.87,30.0,502.30
16.7,0,0.13,29.46,5.84,28.9,417.30
17.8,0,0.16,27.56,5.18,27.8,330.10
18.9,0,0.17,26.76,4.76,31.1,290.80
18.9,0,0.13,29.24,5.69,32.2,274.90
20.0,0,0.13,29.75,5.77,33.3,277.20
22.2,0,0.11,26.05,6.50,34.4,314.60
23.3,0,0.14,28.43,6.35,35.6,357.80
23.3,0,0.11,30.57,5.52,36.7,420.80
24.4,0,0.10,29.93,5.68,37.2,463.30
23.3,30.3,0.09,29.71,5.60,37.8,514.30
18.9,7.5,0.08,29.88,5.03,35.6,583.80
23.3,0,0.08,29.89,6.21,34.4,652.50
23.3,0,0.10,29.82,4.43,36.7,653.20
24.4,0,0.08,30.42,4.05,38.9,687.90
23.3,0,0.08,30.45,4.88,39.4,731.10
24.4,0,0.09,29.97,6.48,37.8,753.80
24.4,0,0.12,28.74,5.43,38.9,829.60
26.7,0,0.11,29.96,5.33,39.4,893.40
25.6,0,0.16,22.33,5.37,40.0,815.40
27.8,0,0.14,28.99,6.45,40.6,827.50
30.0,10.3,0.12,30.29,5.27,41.1,796.30
26.7,8.1,0.14,29.80,6.27,38.9,726.90
25.6,2.4,0.13,30.06,5.60,40.0,685.80
26.7,0,0.16,29.14,5.63,40.0,772.20
32.2,0,0.16,24.60,4.28,39.4,775.80
32.8,0,0.67,3.80,3.20,38.9,828.20
31.1,0,0.68,5.22,3.45,35.6,806.20
30.6,0,0.33,26.46,4.45,36.7,661.00
32.2,0,0.21,30.25,4.32,38.9,584.50
32.2,0,0.25,29.94,4.56,38.9,650.40
32.8,0,0.24,29.68,4.52,40.0,716.30
30.6,0,0.38,22.96,2.46,36.7,708.50
31.7,14.8,0.64,3.37,4.21,36.7,688.60
24.4,0,0.33,21.26,2.94,30.0,865.70
20.6,0,0.20,29.35,4.64,22.2,1143.50
23.9,0,0.20,30.08,4.48,25.6,727.60
27.2,0,0.19,29.45,3.52,33.3,577.40
28.9,0,0.18,29.51,4.46,34.4,515.80
29.4,0,0.17,29.62,4.02,35.0,491.00
27.8,0,0.16,29.96,3.76,33.3,534.20
21.7,0,0.19,29.48,3.82,33.3,651.60
27.8,0.9,0.21,28.97,4.25,33.3,656.00
30.6,0,0.27,27.96,2.73,36.7,895.50
30.6,0.3,0.36,28.77,2.50,36.7,1054.20
31.1,0,0.47,25.26,1.86,37.8,1102.40
31.1,0,0.77,1.61,2.15,36.7,1079.00
31.7,0,0.84,1.44,2.23,37.8,1082.50
31.7,0,0.80,3.28,2.52,37.2,1182.40
31.7,0,0.71,24.46,2.74,37.8,1279.50
32.2,0,0.72,19.27,1.64,37.8,1432.50
30.0,1.9,0.73,26.17,2.44,36.7,1432.50
29.4,0,0.70,23.65,1.53,34.4,1362.00
28.9,0,0.63,27.07,2.43,32.8,1393.40
31.7,0,0.67,28.06,2.23,32.2,1440.20
25.6,0,0.76,24.49,2.57,26.7,1499.70
27.2,90,0.75,22.93,2.11,31.7,1556.60
29.4,89.9,0.57,28.27,2.73,32.8,1785.30
30.6,1.3,0.57,23.58,1.64,33.9,1775.10
31.1,0,0.72,20.16,1.75,32.2,1716.50
28.9,0,0.74,19.79,1.89,33.3,1523.50
29.4,0,0.77,26.35,1.34,33.3,1492.00
30.0,3.6,0.75,6.58,2.16,33.3,1580.70
28.3,21,0.67,27.81,2.28,32.2,1613.00
27.2,0,0.64,27.78,2.49,31.1,1582.40
28.9,0,0.60,27.85,2.20,33.3,1572.20
28.3,0,0.66,27.95,1.88,32.2,1483.80
27.8,0,0.57,27.50,2.87,31.1,1425.20
27.8,0,0.49,27.29,3.73,32.2,1483.80
29.4,0,0.38,27.90,3.54,33.3,1597.70
25.0,0,0.37,27.90,3.43,27.8,1373.00
29.4,0,0.40,28.04,3.13,34.4,1351.00
27.8,0,0.40,27.78,3.26,32.2,1288.00
27.8,0,0.35,27.94,3.29,32.8,1227.10
28.3,10,0.41,27.63,2.47,33.3,1188.80
28.9,1.5,0.62,27.46,2.08,34.4,1130.00
28.9,2,0.57,27.10,1.92,33.9,1125.00
28.9,13.7,0.70,26.00,2.13,34.4,1118.00
30.0,3.6,0.57,26.75,2.51,35.0,1065.50
28.9,0,0.59,26.77,2.63,34.4,1051.40
29.4,2,0.47,26.88,2.22,33.9,1066.20
30.6,15.9,0.55,26.90,2.60,35.6,1097.40
30.0,0,0.57,25.85,1.99,35.0,1066.20
28.9,0,0.55,23.81,2.29,33.3,1035.80
26.7,0.3,0.54,24.73,1.95,31.1,1067.70
24.4,51,0.72,17.08,1.58,33.3,1093.20
24.4,4.4,0.71,25.31,1.38,32.2,1135.70
23.3,14,0.73,22.67,1.79,33.9,1158.30
24.4,0,0.71,15.41,1.94,30.0,1039.30
25.6,6.5,0.60,25.99,2.64,33.3,1011.00
24.4,10.4,0.60,25.17,2.48,32.2,1037.90
24.4,2.1,0.77,23.54,2.06,33.9,1026.60
24.4,79.5,0.78,23.10,2.00,33.3,1037.90
23.9,0,0.85,1.80,2.83,33.9,1075.50
25.6,2.7,0.73,20.30,1.61,34.4,1269.60
25.6,7.9,0.68,25.01,1.95,32.2,1249.00
24.4,5.5,0.75,23.69,1.85,32.8,1121.50
24.4,0,0.80,24.72,2.06,33.3,1212.20
24.4,0.3,0.71,25.19,2.45,31.1,1122.90
24.4,0.7,0.73,24.85,1.83,30.0,1101.00
23.3,0,0.68,25.10,1.98,27.8,1102.40
24.4,8,0.70,24.87,2.11,27.2,1154.80
23.3,0,0.63,24.66,2.38,28.9,1143.50
22.2,0,0.65,18.96,2.48,31.1,1108.70
22.2,15.8,0.51,23.19,3.23,28.9,1080.40
22.2,28.8,0.61,24.50,2.09,24.4,1229.20
24.4,7,0.55,24.91,2.96,31.1,1068.40
24.4,4,0.43,24.85,3.98,30.0,970.60
24.4,0,0.39,24.59,3.09,32.2,938.00
24.4,0,0.35,24.62,3.00,30.6,927.40
23.3,22.4,0.65,23.42,2.11,31.1,885.60
24.4,0,0.61,21.03,2.07,27.8,814.70
23.3,0.2,0.50,23.83,3.28,28.9,802.00
22.2,0.5,0.45,23.93,3.33,27.8,764.40
23.3,18.1,0.47,23.82,3.11,32.2,742.50
23.9,0.9,0.55,23.04,2.77,32.2,742.50
22.2,1.3,0.50,22.71,2.98,32.2,737.50
22.2,0.4,0.51,22.90,2.75,31.1,706.30
21.1,0,0.46,22.97,3.71,32.2,661.00
21.1,0,0.35,23.13,2.89,30.0,614.90
22.2,23.5,0.38,20.77,2.96,31.1,607.20
23.3,12,0.76,1.67,3.77,32.2,602.90
23.3,9.1,0.68,1.26,3.72,33.3,627.00
22.8,3.6,0.44,16.03,2.68,33.3,622.00
23.3,26.7,0.56,17.55,3.30,34.4,616.40
22.2,34,0.51,5.61,3.32,33.9,607.90
22.2,0.9,0.44,21.69,2.90,32.2,566.10
21.1,21,0.57,18.91,2.83,31.1,525.00
22.2,4.5,0.59,16.29,2.51,25.6,571.00
22.2,0.3,0.64,19.40,2.80,24.4,525.00
21.1,0,0.60,18.31,2.72,23.3,518.60
22.2,0,0.62,6.14,2.35,32.2,469.70
22.2,36,0.66,8.80,1.67,31.1,447.80
23.9,4.5,0.58,21.04,2.34,32.2,434.30
23.3,36,0.70,17.82,1.92,31.1,425.80
23.3,77.8,0.50,19.51,3.12,30.0,489.60
23.3,0.2,0.38,20.62,3.59,31.1,525.00
21.1,0,0.41,20.94,3.12,27.8,792.10
20.0,0,0.36,20.83,3.38,22.2,872.10
21.1,0,0.31,20.76,3.43,23.3,876.40
21.1,5.4,0.26,20.65,4.13,23.3,762.30
21.1,1,0.28,20.54,3.50,31.1,634.80
22.2,0,0.32,20.25,3.27,30.0,583.80
22.2,0,0.27,20.23,3.52,33.3,553.30
21.7,0,0.28,20.16,3.52,33.3,533.50
22.2,0,0.26,20.13,3.21,32.2,497.30
22.2,0,0.26,20.13,3.59,33.3,471.10
21.1,4.4,0.23,19.83,3.58,34.4,447.00
18.9,0,0.12,19.89,4.43,31.1,425.10
20.0,42.1,0.16,19.93,4.73,31.1,404.50
19.4,1.8,0.16,19.97,4.13,30.0,379.70
19.4,0.7,0.16,19.83,3.70,31.1,349.30
20.0,7.4,0.20,19.34,2.60,32.2,324.20
20.0,0,0.32,6.33,2.55,32.2,307.20
20.0,2,0.89,0.72,3.35,32.2,290.80
20.0,0,0.90,0.91,1.80,32.2,280.00
18.9,0,0.55,17.88,3.20,33.3,274.30
18.9,0.5,0.35,18.19,3.58,32.2,268.70
18.3,7.9,0.38,17.70,3.99,32.2,263.50
18.9,80.4,0.36,18.30,4.03,31.1,263.50
17.8,41.5,0.34,18.20,3.54,30.0,263.50
17.8,36.5,0.28,18.30,3.72,22.2,293.00
10.0,3.6,0.28,18.06,3.75,17.8,803.40
16.7,0,0.39,15.12,3.42,18.9,919.60
16.7,2,0.24,17.55,3.61,21.1,617.10
17.8,0,0.22,17.86,4.23,27.8,505.80
17.8,0,0.18,17.78,3.89,30.0,450.60
17.2,0,0.13,17.73,4.48,31.1,417.30
16.7,8.6,0.16,17.49,4.07,30.0,344.30
17.8,0,0.21,17.46,3.28,29.4,320.20
17.2,0,0.24,17.17,3.31,28.9,320.20
17.8,0,0.30,16.97,3.08,30.0,319.70
15.6,1.5,0.31,16.80,3.28,30.0,304.90
14.4,0,0.31,16.67,3.33,30.0,290.80
14.4,0,0.30,16.01,3.54,30.0,279.40
14.4,0,0.28,15.39,3.69,28.9,268.70
15.6,0,0.62,3.33,4.30,28.9,263.50
14.4,0,0.42,13.71,3.09,28.9,263.00
13.9,0,0.25,15.58,3.77,28.9,257.90
13.9,0,0.24,16.10,3.88,28.3,257.30
13.3,0,0.32,16.04,3.03,28.3,252.20
14.4,0,0.30,15.95,3.16,27.8,251.60
15.6,0,0.23,15.95,3.37,27.8,246.00
15.6,1.7,0.22,15.77,3.37,24.4,240.30
14.4,73.7,0.15,15.88,3.69,21.1,235.20
13.3,34.3,0.15,15.69,3.58,24.4,235.20
13.3,0,0.21,15.37,3.32,25.6,235.20
12.8,0.7,0.23,15.12,3.38,26.7,235.20
12.2,0,0.19,14.89,3.99,26.7,234.60
12.8,0,0.17,14.96,4.20,25.6,229.50
12.2,0,0.19,14.86,3.63,25.6,229.00
12.8,0,0.18,14.58,3.74,26.7,223.90
12.8,0,0.19,13.47,3.40,27.2,223.30
13.3,0,0.10,14.69,3.98,27.8,216.80
12.2,0,0.10,14.68,4.07,27.2,212.50
11.1,0,0.13,14.64,4.09,26.7,212.50
12.2,0,0.09,14.71,4.16,25.6,212.10
12.2,0,0.09,14.69,5.17,26.1,207.90
11.1,0,0.08,14.61,3.89,27.8,204.00
13.9,0,0.10,14.64,4.33,26.1,203.60
12.2,0,0.14,14.47,4.36,28.3,199.80
12.2,0,0.17,14.38,3.76,26.7,199.40
11.1,0,0.16,13.83,3.33,25.6,195.10
11.7,0,0.18,13.71,4.43,25.6,191.30
11.1,0,0.16,13.80,4.25,26.7,191.30
10.0,0,0.11,13.74,4.13,26.7,190.90
9.4,3.6,0.11,13.71,4.29,26.1,186.60
10.0,1.3,0.11,14.08,3.78,25.6,199.40
10.0,0,0.17,13.88,4.18,25.0,182.80
10.0,0,0.20,13.91,3.71,24.4,178.80
10.6,0,0.18,13.89,3.47,24.4,178.10
10.0,0,0.21,13.78,3.45,24.4,174.30
10.6,0,0.27,13.75,3.11,25.6,173.90
11.1,0,0.28,13.60,3.24,26.7,169.60
10.6,0,0.21,13.56,3.54,25.6,167.20
8.9,0,0.22,13.69,3.15,25.6,166.90
8.9,0,0.26,13.68,3.05,24.4,164.40
8.3,0,0.26,13.72,2.91,22.2,161.50
8.3,0,0.22,12.47,2.54,20.0,161.50
7.8,0,0.23,12.98,2.81,20.0,158.70
8.3,0,0.23,13.10,3.37,20.6,158.70
8.3,0,0.17,13.39,3.58,21.1,158.40
7.8,0,0.17,13.52,3.68,20.0,155.90
8.9,0,0.19,13.51,4.04,20.0,155.90
7.8,0,0.15,13.29,3.18,19.4,155.90
7.8,0,0.18,13.61,3.41,18.9,155.90
8.9,0,0.17,13.48,3.21,19.4,155.60
8.3,0,0.19,12.78,2.96,18.9,153.00
7.2,0,0.19,13.31,3.37,20.0,153.00
7.2,0,0.19,13.11,3.76,20.6,152.70
7.8,0,0.34,0.10,4.84,20.6,150.20
7.8,0,0.30,15.74,3.40,20.0,150.20
8.9,0,0.25,16.20,3.77,21.1,150.20
7.8,0,0.32,15.22,2.75,20.6,150.20
8.9,0,0.25,16.51,3.75,22.2,150.20
7.8,0,0.17,16.39,3.89,21.1,150.20
7.8,0,0.22,16.28,3.06,22.2,150.20
7.2,0,0.41,11.68,3.08,20.0,147.40
6.7,0,0.51,3.85,3.68,20.0,147.40
7.2,0,0.32,16.67,3.41,19.4,147.40
8.9,0,0.28,15.73,3.69,21.1,147.40
10.0,0,0.25,16.49,3.13,17.8,147.40
10.0,0,0.28,16.12,3.29,17.2,147.40
10.0,0,0.15,17.42,4.25,20.0,147.10
10.0,0,0.08,17.62,4.50,18.9,144.50
7.8,0,0.14,14.19,2.90,13.3,144.50
6.7,0,0.13,17.79,2.98,14.4,144.50
6.7,0,0.19,13.04,3.62,16.7,144.50
6.7,0,0.16,18.01,4.62,17.2,144.50
6.7,0,0.25,16.21,4.46,16.1,144.20
6.1,0,0.11,12.53,4.76,13.3,141.70
6.7,0,0.13,19.02,4.33,17.2,141.70
6.7,0,0.19,14.57,3.43,18.9,141.70
6.1,0,0.64,3.38,4.07,20.0,141.70
6.1,0,0.41,6.88,5.78,18.9,141.70
6.7,0,0.22,17.07,5.22,18.3,141.40
6.7,0,0.17,19.72,4.33,20.0,138.90
7.2,0,0.21,19.86,3.83,21.1,138.90
8.9,0,0.14,20.09,4.79,14.4,138.90
10.0,0,0.19,19.67,4.64,15.6,138.90
11.1,0,0.21,20.03,4.67,20.0,138.90
11.1,0,0.15,19.95,4.22,20.0,138.90
11.1,0,0.18,16.19,5.34,15.6,138.90
10.0,0,0.13,14.55,5.06,21.1,138.90
8.9,0,0.29,13.36,5.20,22.2,138.60
8.9,0,0.37,6.13,6.14,20.0,136.00
6.7,4,0.51,5.47,5.67,13.3,136.00
7.8,10.7,0.36,5.95,3.58,17.8,136.00
6.7,0,0.29,13.83,4.49,15.6,136.00
6.7,0,0.18,21.48,3.64,17.8,136.00
6.7,0,0.12,22.11,4.93,17.8,136.00
6.1,0,0.15,22.40,5.16,18.9,136.00
6.7,0,0.07,22.79,5.16,18.9,136.00
7.2,0,0.08,19.98,5.09,21.1,136.00
7.8,0,0.13,19.20,5.52,18.9,136.00
8.9,0,0.23,10.62,5.53,23.3,136.00
10.0,0,0.12,23.23,4.37,22.2,133.80
11.1,0,0.11,23.11,3.94,14.4,133.20
12.2,0,0.15,18.84,5.14,25.6,132.90
12.2,0,0.10,23.36,4.19,24.4,130.40
12.2,1.4,0.13,22.89,5.28,23.3,130.40
12.2,1.6,0.16,20.86,6.65,22.2,130.40
12.2,0.4,0.12,21.43,6.79,24.4,130.40
11.7,10.3,0.16,17.98,6.35,26.7,130.40
12.2,19,0.13,24.04,5.54,25.6,130.40
12.2,0,0.10,24.90,5.31,22.2,130.40
13.3,0,0.14,24.32,5.53,25.6,130.40
12.2,4.9,0.09,23.01,6.38,24.4,130.40
12.2,8.4,0.08,23.04,4.96,23.9,130.40
11.1,0,0.13,22.12,6.97,25.0,130.40
12.2,4.6,0.15,18.35,6.35,27.8,130.40
13.3,0,0.19,12.29,6.87,23.3,130.40
12.2,0,0.14,25.16,5.24,14.4,146.20
13.3,0,0.17,25.55,4.16,22.2,146.50
12.2,0,0.13,25.13,6.29,22.8,138.90
12.2,0,0.18,25.06,6.86,24.4,138.90
12.2,0,0.15,25.19,6.71,25.0,138.90
11.1,0,0.20,24.81,7.19,25.6,138.60
11.1,2,0.19,25.16,7.02,24.4,136.00
11.1,1.2,0.16,25.14,7.20,26.7,136.00
12.2,0,0.14,26.07,5.04,27.8,136.30
15.6,0,0.16,25.93,4.50,26.7,138.60
16.7,0,0.13,25.51,4.50,28.9,136.00
17.8,0,0.13,27.12,4.37,31.1,136.00
15.6,0,0.12,27.51,5.59,28.9,136.30
14.4,0,0.14,27.26,5.85,27.8,138.90
14.4,0,0.13,27.12,6.21,24.4,139.40
12.2,0,0.15,26.79,6.37,24.4,138.60
11.1,0,0.14,27.57,6.01,25.6,136.00
11.1,0,0.10,27.32,6.04,24.4,136.60
11.1,0,0.13,25.49,4.76,25.0,135.70
12.2,0,0.08,27.89,5.29,27.8,136.90
12.2,0,0.09,28.04,6.29,28.9,137.20
13.3,0,0.10,27.56,7.11,28.9,136.00
14.4,11.4,0.08,28.02,6.43,27.8,136.00
13.3,0,0.09,28.77,6.46,27.8,136.00
13.3,0,0.09,28.86,6.14,26.7,135.70
13.3,0,0.09,28.71,6.37,28.9,133.20
13.3,0,0.09,28.78,6.27,26.7,133.20
13.3,,0.08,28.11,6.39,27.2,133.50
14.4,0,0.18,12.52,7.84,28.9,136.00
14.4,0,0.11,25.84,5.67,30.0,136.00
14.4,0,0.12,20.49,6.20,28.9,136.00
14.4,0,0.10,27.88,5.12,28.9,135.70
15.6,0,0.13,27.65,6.64,30.0,133.50
16.7,0,0.12,28.89,6.23,31.1,136.60
20.0,0,0.12,27.81,6.91,32.2,142.50
18.9,4.2,0.16,21.92,6.04,35.6,150.50
20.0,2.8,0.15,28.00,6.24,34.4,152.50
21.1,0,0.17,27.58,5.20,33.3,147.10
21.1,0,0.18,28.19,4.59,33.9,144.20
16.7,0,0.23,27.73,5.46,32.2,141.70
17.8,0,0.33,25.35,6.67,33.3,142.30
18.9,0,0.22,29.50,6.00,34.4,150.80
20.0,0,0.29,29.29,5.79,35.6,173.00
21.1,0,0.15,29.63,5.64,32.2,195.50
21.1,0,0.14,29.55,5.53,32.2,201.10
21.1,0,0.16,29.21,5.21,35.0,180.20
23.3,0,0.15,29.41,5.30,36.7,197.20
18.9,0,0.14,28.64,4.60,36.7,215.90
23.3,0,0.26,24.36,2.81,35.6,229.00
22.2,0,0.32,26.31,3.08,36.1,223.30
18.9,0,0.68,4.82,3.63,36.1,217.60
20.0,0,0.54,4.64,3.46,32.2,214.20
18.9,0,0.17,29.46,5.38,32.2,234.10
21.1,0,0.14,30.29,5.70,34.4,272.60
22.2,0,0.09,31.17,5.27,35.6,299.80
21.1,0,0.06,31.32,5.63,36.7,325.30
23.9,0,0.07,30.84,5.41,37.2,375.50
23.3,0,0.10,30.08,5.63,36.7,408.10
22.2,0,0.11,28.84,5.21,35.6,387.50
22.2,0,0.16,28.11,4.61,36.7,426.50
24.4,0,0.19,28.21,5.42,37.8,415.90
23.3,0,0.21,28.84,4.91,38.9,378.30
23.3,0,0.19,28.14,3.97,38.9,409.50
22.8,0,0.17,29.79,5.22,37.8,429.30
24.4,0,0.14,30.56,4.63,37.8,458.40
25.6,0,0.13,30.39,4.50,38.9,528.50
26.7,0,0.13,30.02,4.70,38.9,582.40
27.8,0,0.10,29.23,4.52,38.3,505.10
28.9,0,0.14,23.15,4.49,37.8,405.20
30.0,0,0.11,29.74,4.53,39.4,340.10
27.8,0,0.13,30.38,4.70,39.4,323.60
25.6,0,0.13,30.13,4.35,40.6,362.00
25.6,0,0.11,30.52,4.97,38.9,439.20
26.7,0,0.12,30.66,4.24,40.0,512.20
25.6,0,0.14,30.19,3.56,34.4,464.80
24.4,0,0.22,29.59,2.83,36.7,401.00
23.3,0,0.25,29.55,3.15,30.0,410.20
22.8,0,0.39,27.32,3.05,32.2,464.80
24.4,0,0.38,23.21,3.41,33.3,510.10
23.3,0,0.22,29.50,5.04,33.3,515.80
24.4,0,0.18,29.86,4.47,34.4,474.70
25.6,0,0.18,29.86,4.49,35.6,476.10
25.6,0,0.16,29.97,4.51,34.4,609.30
24.4,0,0.12,30.49,4.53,36.7,670.20
22.2,0,0.19,29.84,4.59,35.6,690.00
25.6,0,0.26,29.52,4.95,34.4,704.20
21.1,0,0.34,29.22,3.53,30.0,729.70
21.1,0,0.30,27.77,3.61,32.2,722.60
24.4,0,0.35,27.93,4.28,26.7,724.10
21.1,0,0.36,26.38,3.73,24.4,741.10
20.0,0,0.36,26.43,3.26,33.3,666.70
22.2,0,0.36,27.47,3.58,35.6,579.50
23.3,0,0.27,27.45,4.41,37.2,535.60
23.9,0,0.26,29.08,4.43,38.3,546.20
24.4,0,0.32,26.73,4.08,38.9,568.90
24.4,0,0.28,28.81,4.28,37.8,537.70
20.0,0.2,0.28,28.68,3.29,37.8,474.00
22.2,0.4,0.29,28.77,3.77,34.4,429.30
21.1,1.1,0.23,29.06,4.35,33.3,380.40
21.7,0,0.31,26.08,3.16,35.6,331.60
16.7,0,0.31,26.30,3.21,32.2,310.60
17.8,0,0.33,28.49,4.05,26.7,301.00
20.0,0,0.30,29.01,3.45,33.3,297.00
22.2,4,0.30,28.57,3.14,34.4,295.90
23.3,6,0.38,28.26,2.49,36.7,334.40
24.4,0,0.57,20.30,1.91,36.7,423.70
26.7,24.5,0.61,22.43,2.74,37.8,504.40
25.6,1,0.71,14.95,2.36,36.7,553.30
21.1,0,0.83,2.13,3.13,36.7,586.60
22.2,51.2,0.77,5.55,2.37,33.3,556.90
24.4,58,0.58,22.83,2.48,34.4,503.00
24.4,0,0.51,27.29,2.80,35.6,561.80
23.3,0,0.55,27.38,2.45,34.4,742.50
24.4,0,0.45,27.43,2.68,33.3,916.00
24.4,0,0.38,27.96,3.64,35.6,918.20
24.4,0,0.45,24.62,2.52,36.7,1011.00
23.3,2,0.52,25.92,2.83,36.7,1031.50
23.3,0,0.58,18.72,2.44,32.2,926.00
24.4,0,0.60,8.15,2.79,33.3,802.70
25.6,0,0.58,7.27,2.92,35.6,776.50
22.2,5.6,0.46,25.46,1.59,34.4,779.30
22.2,9.9,0.67,25.36,1.67,36.7,788.50
25.6,0,0.64,22.42,2.54,34.4,891.30
26.7,0,0.49,25.64,2.98,35.0,957.10
22.2,0,0.68,25.90,2.09,34.4,950.80
24.4,0,0.76,9.53,2.29,32.2,986.90
24.4,0,0.66,22.60,2.15,31.1,1061.30
24.4,0,0.62,25.42,2.48,30.0,1100.20
23.3,9.2,0.73,24.43,2.49,31.1,1130.00
21.1,0,0.78,3.83,2.55,32.2,1123.60
23.3,0,0.50,26.08,3.06,32.2,904.70
24.4,0,0.53,25.84,3.49,34.4,873.50
24.4,0,0.41,26.04,2.77,33.3,916.00
23.3,0,0.36,26.77,4.03,33.3,938.00
24.4,8.1,0.40,26.65,3.91,33.9,958.60
25.6,4.5,0.37,26.16,3.30,33.3,1058.40
25.6,34.6,0.52,25.93,2.16,31.7,1086.10
24.4,16.3,0.55,23.40,2.25,32.2,1132.80
21.1,0,0.53,25.03,2.13,34.4,1122.90
21.1,0.3,0.45,25.23,2.84,30.0,866.50
22.2,2.3,0.43,25.19,2.74,31.1,752.40
23.9,1.5,0.43,25.36,3.01,33.3,809.80
24.4,0,0.39,25.53,2.64,34.4,922.40
25.6,0,0.34,25.50,3.16,33.3,994.00
23.9,14.7,0.37,25.26,3.46,33.3,1072.60
24.4,0.1,0.40,23.64,2.82,26.7,1090.30
23.3,13.4,0.40,24.30,3.32,28.9,1361.00
22.2,0,0.34,24.43,3.78,24.4,1633.40
23.3,10.8,0.33,24.45,3.86,24.4,1295.80
23.3,17.9,0.40,24.49,4.05,25.6,1079.70
23.3,36,0.41,24.37,3.81,26.7,893.40
24.4,0,0.37,24.22,3.63,30.0,852.30
24.4,0,0.43,24.27,3.55,31.1,945.10
23.3,0,0.38,24.27,3.61,32.2,899.80
23.3,0,0.40,23.57,2.86,34.4,959.30
23.3,0,0.59,11.76,1.62,32.8,1084.70
23.3,3.3,0.64,10.17,2.86,27.8,1436.20
23.9,14.4,0.74,5.21,2.94,30.0,1459.20
23.3,0,0.45,22.85,3.27,30.0,1585.00
23.9,61.6,0.55,12.93,2.55,33.3,1410.70
22.2,10.8,0.62,17.90,2.76,33.3,1443.90
23.3,0,0.56,12.63,2.80,28.9,1537.40
23.3,0,0.55,23.02,3.29,33.3,1500.80
23.3,0,0.53,23.00,2.06,31.1,988.50
23.3,1,0.59,22.25,2.11,25.6,1536.50
23.3,26,0.64,22.22,1.91,31.1,1494.90
23.3,11.4,0.68,22.00,2.98,33.3,1555.20
